Route_of_administration_intramuscular,Route_of_administration_intratracheal,Route_of_administration_intravenous,Model_type_A549,Model_type_BDMC,Model_type_BMDM,Model_type_HBEC_ALI,Model_type_HEK293T,Model_type_HeLa,Model_type_IGROV1,Model_type_Mouse,Model_type_RAW264p7,Cargo_type_mRNA,Cargo_type_pDNA,Cargo_type_siRNA,size,PDI
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,78.23,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,103,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,111.5,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,124.3,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,94.47,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,133.3,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,139.2,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,105.4,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,104.8,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,92.1,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,121.8,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,112.3,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,99.4,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,93.6,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,99.7,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,90.6,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,94,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,99.5,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,79.9,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,89.2,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,102.3,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,128.3,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,74.8,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,93.2,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,66.1,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,63.5,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,63.7,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,63.8,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,60.6,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,91.5,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,76.1,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,78.7,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,84.5,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,63.5,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,70,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,80.2,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,121.1,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,91.5,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,79.1,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,101.8,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,79.5,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,140.3,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,81.1,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,71.1,0.2 ~ 0.3
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,91.2,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,87.4,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,72.9,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,143.8,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,135.1,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,92.3,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,85.8,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,130.1,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,77.3,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,102.5,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,113.6,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,123.2,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,110.7,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,114.2,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,73.9,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,117.1,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,97.96,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,97.78,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,108.73,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,79.39,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,96.31,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,117.1,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,97.96,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,97.78,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,108.73,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,79.39,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,96.31,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,96.79,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,78.14,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,81.15,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,77.59,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,94.16,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,69.2,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,120.36,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,126.73,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,96.79,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,78.14,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,81.15,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,77.59,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,94.16,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,69.2,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,120.36,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,126.73,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,89.03,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,107.3,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,114.16,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,89.03,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,107.3,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,114.16,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,148.7,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,97.44,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,88.6,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,160.06,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,81.68,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,148.7,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,97.44,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,88.6,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,160.06,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,81.68,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,97.98,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,115.16,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,104.73,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,97.98,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,115.16,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,104.73,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,88.6533333333333,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,102.9,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,100.46,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,80.8733333333333,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,88.6533333333333,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,102.9,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,100.46,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,80.8733333333333,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,115.73,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,106.3,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,134.93,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,113.66,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,128.86,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,106.3,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,134.93,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,113.66,0.0 ~ 0.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,128.86,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,117.4,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,124.43,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,84.21,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,77.97,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,84.84,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,77.45,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,105.93,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,81.9,0.4 ~ 0.5
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,123.36,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,95.78,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,106.4,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,110.1,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,86.53,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,90.51,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,108.3,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,109.5,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,66.88,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,152.9,0.3 ~ 0.4
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,125.6,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,138.4,0.3 ~ 0.4
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,171.9,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,108.3,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,130.3,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,134.5,0.3 ~ 0.4
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,154.4,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,136.2,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,123.3,0.3 ~ 0.4
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,92.54,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,122.8,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,175.5,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,101.3,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,163.7,0.2 ~ 0.3
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,107.8,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,137.6,0.0 ~ 0.2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,137.6,0.0 ~ 0.2
