smiles,Amine,Encapsulation_Efficiency_EE<50,Encapsulation_Efficiency_50<=EE<80,Encapsulation_Efficiency_80<EE<=100,Delivery_target,Biodistribution_lymph_nodes,Biodistribution_heart,Biodistribution_liver,Biodistribution_spleen,Biodistribution_lung,Biodistribution_kidney,Biodistribution_muscle,quantified_total_luminescence,quantified_delivery,toxic
O=C(OCCCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCCCC)=O)CCN1CCOCC1,ML,0,0,1,body,0.0075756832825018,0.00220510873539676,0.728025615125869,0.236446776884745,0.0226429923353559,0.0031038236361318,,0.00114820997105435,-0.852675423,
O=C(OCCCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCCCC)=O)CCCN1CCOCC1,ML,0,0,1,body,0.0059996054738345,0.00187471922407934,0.58725363712808,0.393842224090862,0.0090870606936749,0.0019427533894693,,0.000558587678105349,-0.853579426,
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCN1CCOCC1,ML,0,0,1,body,0.0207124354254999,0.00767807173489595,0.560331852523788,0.3797189836544,0.0206003960524344,0.0109582606089812,,0.000148958068061848,-0.854207466,
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCN1CCOCC1,ML,0,0,1,body,0.0084525958204246,0.00170600389954699,0.807774257087237,0.172171860632781,0.0085112385067042,0.0013840440533058,,0.00524607123399612,-0.846392623,
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O)CCN1CCOCC1,ML,0,0,1,body,0.0142965461163966,0.00273099369058116,0.2951874813445,0.196790510597468,0.0056758466023259,0.0090072471972433,0.476311374451485,0.00332036058888083,-0.849345103,
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O)CCCN1CCOCC1,ML,0,0,1,body,0.0426258503334726,0.000887127042175757,0.102099604743599,0.057196348771858,0.0022243478008179,0.0016296102567166,0.79333711105136,0.0465195426566469,-0.783112549,
O=C(OCCCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCCCC)=O)CCN1CCOCC1,ML,0,0,1,body,0.0182648912592805,0.000462867676668248,0.083073077462289,0.0429608616930204,0.0019582576428722,0.000923423624969,0.852356620640901,0.0509209522037464,-0.776364352,
O=C(OCCCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCCCC)=O)CCCN1CCOCC1,ML,0,0,1,body,0.0068908069603713,0.000629547873998548,0.021394314943629,0.042448777163022,0.0019870837214295,0.0024844406047597,0.92416502873279,0.016201262972428,-0.829596232,
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCN1CCOCC1,ML,0,0,1,body,0.0116932676375475,0.00103739027764326,0.0525071135910941,0.0215477599193875,0.0036887475843524,0.0040097246085557,0.905515996381419,0.00610446179375501,-0.845076547,
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCN1CCOCC1,ML,0,0,1,body,0.0237911981258413,0.00067207203055979,0.18334881014348,0.0466442684044473,0.0018824638934595,0.0009536483447079,0.742707539057504,0.0550488822731985,-0.770035451,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC([C@@H](N)CCC(N)=O)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,GLN,0,0,1,body,0.0007149972592495,0.000661552142657172,0.125943320778554,0.801966162874089,0.0693146503097598,0.0013993166356897,,0.0127373438778132,-0.834907078,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC(C1=CC=CC2=C1N=CN2)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,BIM,0,0,1,body,0.0014723386242023,0.00107405472963131,0.901430168335102,0.0923159134092667,0.0031016086677649,0.0006059162340322,,0.0763434621140544,-0.737386814,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC(C(O)C(F)(F)F)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,3FLA,0,0,1,body,0.0011022318418045,0.00161797426133587,0.963322201717795,0.0321995776177804,0.0012920211756439,0.0004659933856398,,0.380376087923258,-0.271247033,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC(CCCN)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,GABA,0,0,1,body,0.0006180252271285,0.00208191419961706,0.0052010764999086,0.018780252186508,0.966671145724669,0.0066475861621693,,0.0289886812604962,-0.80999069,1.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCN(CC1=CN=CN1)CC2=CN=CN2,IZ,0,0,1,body,0.0042379852290665,0.00360605985882706,0.0132163308359338,0.182768863634774,0.789078621894797,0.007092138546601,,0.00333873262999937,-0.849316935,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC(CCN1CCCC1)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,PY,0,0,1,body,0.0123483310685072,0.00430719249252366,0.0429874465070588,0.751978605237179,0.174073814828135,0.0143046098665965,,0.000509095676790286,-0.853655306,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.0015351348312576,0.00147931904743739,0.82338319944907,0.169033483447006,0.0037826236229262,0.0007862396023025,,0.306009500746919,-0.385265141,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.0016428708507093,0.000659195379539964,0.94017588697419,0.0550751037989028,0.0018317345916126,0.0006152084050457,,0.504231824712829,-0.081352656,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC([C@@H](N)CCC(N)=O)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,GLN,0,0,1,body,0.0204881792124896,0.00996076677576078,0.024515683125648,0.0206076067733214,0.0213656753332114,0.0146396167476402,0.888422472031929,0.00355740414764123,-0.84898167,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC(C1=CC=CC2=C1N=CN2)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,BIM,0,0,1,body,0.0789442718629389,0.000859220559164078,0.352513414289749,0.0167725689541561,0.002079920926292,0.0009392356208227,0.547891367786878,0.128034152082589,-0.658135165,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC(C(O)C(F)(F)F)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,3FLA,0,0,1,body,0.020589791219893,0.00221295822133462,0.77006639472807,0.0336156368936998,0.0014198205964049,0.0008043314440274,0.17129106689657,0.352623838360951,-0.313796505,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC(CCCN)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,GABA,0,0,1,body,0.0518701933925729,0.031230151711712,0.196119602463562,0.0891250765615729,0.225998436967717,0.183312147304902,0.222344391597961,0.000691676695385865,-0.853375375,1.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCN(CC1=CN=CN1)CC2=CN=CN2,IZ,0,0,1,body,0.0318134391856252,0.0195739470918212,0.0658637908929555,0.0405146823853727,0.0383355214778253,0.0445803960220688,0.759318222944331,0.000782610713142875,-0.853235956,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC(CCN1CCCC1)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,PY,0,0,1,body,0.0496007240706346,0.0248050760368446,0.125156740550784,0.0913290655906173,0.0605654916232193,0.0647609529825488,0.583781949145352,0.000319594239126046,-0.853945848,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.0660465509749711,0.000704686244275338,0.176882938102508,0.134254150019803,0.0030170076790266,0.0014655905006171,0.617629076478799,0.391796497651864,-0.253737375,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.180962520579808,0.000840183131263393,0.0600498448220066,0.0139903797423045,0.0023002243081327,0.0022149484984994,0.739641898917986,0.515169720881209,-0.064582783,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCO)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0001361741321454,0.00212452688507234,0.811633900204502,0.179761878637886,0.003857515564583,0.0024860045758115,,0.767759892635294,0.322685942,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC([C@@H](N)C)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,ALA,0,0,1,body,0.0026810035158355,0.00240431632025112,0.142040711181502,0.523320437165769,0.324868931367264,0.0046846004493781,,0.0241897161135915,-0.817348416,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC([C@@H](N)CO)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,SER,0,0,1,body,0.0015743211006494,0.00176844882817444,0.053765469363115,0.438156626388713,0.500533090562106,0.0042020437572417,,0.0189624719731265,-0.825362774,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCO)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0550309639531662,0.00234353835896855,0.320198252727196,0.282656133384496,0.0064798077198827,0.0020247621562164,0.331266541700075,1.20135127285815,0.987463909,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC([C@@H](N)C)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,ALA,0,0,1,body,0.0418659426619505,0.0219153925677162,0.21668759621254,0.199875450362037,0.113029824089051,0.0495629458661235,0.357062848240582,0.00277072722385721,-0.850187795,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC([C@@H](N)CO)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,SER,0,0,1,body,0.0234118812216689,0.0071462713755353,0.0426958781226752,0.0464078935005845,0.0346044033846598,0.0235967118628926,0.822136960531984,0.00554577380572741,-0.845933122,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=NC=CS1)CC2=NC=CS2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,TZ,0,0,1,body,0.0076735853780744,0.00233215653996207,0.0713684727707158,0.307444763898641,0.0172788380976704,0.0051122829565304,0.588789900358405,0.00639178295120149,-0.844636029,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.0083306306277938,0.00173987762429209,0.156651961849343,0.112205138324295,0.0089530400976542,0.0042728987382825,0.707846452738339,0.269390835357988,-0.441408512,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CCC(F)(F)F)CCC(F)(F)F)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,3F,0,0,1,body,0.0158311033527607,0.00109353847138243,0.0200990623529318,0.0058971767350395,0.0033208081618969,0.002978027202828,0.95078028372316,0.00701142917678523,-0.843685994,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN1CC(C(OC)=O)CC1=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,PYR,0,1,0,body,0.0138253404297663,0.00670375922221507,0.064918033729737,0.0310082272870404,0.0307691214666871,0.0156091189056244,0.83716639895893,0.0111434256880136,-0.837350858,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=CNN=C1)CC2=CNN=C2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,PZ,0,0,1,body,0.0144051248882893,0.000525788660297221,0.125667067331117,0.214373546599095,0.0041088085112086,0.0017716733775425,0.639147990632451,0.176512628889736,-0.583808449,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=NC=CS1)CC2=NC=CS2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,TZ,0,0,1,body,0.0011511979711456,0.0003959818507672,0.0538124209539168,0.93604524664705,0.007365029721909,0.0012301228552114,,0.0261518819859255,-0.814340043,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.0010942059599737,0.000714578151988552,0.367034511120116,0.62078160479883,0.0079478856978032,0.0024272142712883,,0.970510173989973,0.633540645,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CCC(F)(F)F)CCC(F)(F)F)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,3F,0,0,1,body,0.0376230130625874,0.00236009027623813,0.247039705692743,0.697452972603375,0.0104681865382628,0.0050560318267935,,0.00138844034319768,-0.852307104,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN1CC(C(OC)=O)CC1=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,PYR,0,1,0,body,0.0087382681367643,0.00145112475939544,0.193065080283125,0.778197018798523,0.014433213681334,0.0041152943408582,,0.165721665234437,-0.600353047,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=CNN=C1)CC2=CNN=C2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,PZ,0,0,1,body,0.0053242207953261,0.00061084449763591,0.522469676271313,0.459778984209221,0.0096689487380368,0.0021473254884669,,0.161020662402855,-0.607560578,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0318391346416656,0.000341552225113717,0.113678281409446,0.242279767731552,0.0038755061945447,0.0008716251103375,0.60711413268734,0.649833386251602,0.141882202,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCC1=CC=C(B(O)O)C=C1)=O)=O,PBA,0,0,1,body,0.0548193142492001,0.000263362025026913,0.0902956804122817,0.160837629010128,0.0031535550835384,0.000739500993108,0.689890958226717,1.16375238999006,0.929817678,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC([C@@H](N)CC1=CN=CN1)=O,HIS,0,0,1,body,0.0172566765287249,0.00318344365411915,0.0712890876960715,0.171965068058214,0.0218135302099503,0.0115493777455846,0.702942816107335,0.00327405282427009,-0.849416102,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.000599963927151,0.000397997752734626,0.420976508827142,0.560178394908249,0.017044159994242,0.0008029745904808,,0.25255828640642,-0.467216008,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCC1=CC=C(B(O)O)C=C1)=O)=O,PBA,0,0,1,body,0.0005243745788385,0.00061514916196369,0.547432124587029,0.435435317287124,0.015309113403191,0.000683920981854,,0.568394489552276,0.0170209,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC([C@@H](N)CC1=CN=CN1)=O,HIS,0,0,1,body,0.0017198350198896,0.00189561016704693,0.0120716635806003,0.711278646835123,0.270438826106656,0.0025954182906838,,0.0112897234542117,-0.837126556,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0047850951415261,0.000675911772575438,0.46069265034102,0.522359359837259,0.0109775121699624,0.0005094707376577,,0.773205414607926,0.331034962,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCC1=CC=C(B(O)O)C=C1)=O)=O,PBA,0,0,1,body,0.0019891141418963,0.00126811595413123,0.543867583730296,0.438842770521552,0.0129988635137729,0.0010335521383512,,1.98493053910539,2.188839803,0.0
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O,OZ,0,0,1,body,0.0012503142315358,0.0004860362025215,0.538249539726811,0.445414640899446,0.0137801694455006,0.0008192994941846,,0.291137444797345,-0.408066828,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC([C@@H](N)CS)=O,CYS,0,0,1,body,0.0022628518538855,0.000562872305858137,0.731364439797527,0.256932619347553,0.0082545123860061,0.0006227043091702,,1.82872279459479,1.949343651,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0442923458834068,0.00055452650331333,0.106459881295074,0.192526940733964,0.0031168288219699,0.0006230420688089,0.652426434693463,0.672431538902446,0.176529463,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCC1=CC=C(B(O)O)C=C1)=O)=O,PBA,0,0,1,body,0.0374610013402809,0.0005350551106764,0.260855439538844,0.469905543128085,0.0046933405569345,0.0009120939456764,0.225637526379503,1.69276100831231,1.740888401,0.0
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O,OZ,0,0,1,body,0.0836645231428707,0.000419599806684375,0.0235684307001288,0.0712275212970175,0.0011968130849747,0.0017829585941499,0.818140153374174,0.426058290183635,-0.201207538,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC([C@@H](N)CS)=O,CYS,0,0,1,body,0.0512990735432809,0.000672189655491244,0.187343972483681,0.232187436433234,0.0031479187085082,0.0014667973445272,0.523882611831278,1.30784095113947,1.150732819,
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O)CCNC([C@@H](N)CS)=O,CYS,0,0,1,body,0.004057997029842,0.00225047224182105,0.719270208750414,0.257208699720685,0.0138718178214465,0.0033408044357904,,1.25160610942024,1.064514122,
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0027298296580378,0.000172365352517303,0.498048022051036,0.479137442306018,0.0180316959727267,0.0018806446596641,,0.155537169131505,-0.615967815,
O=C(OCCCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0027328620025507,0.00260055069792003,0.431146257918051,0.50349018951458,0.0550138028095967,0.0050163370573022,,0.021985308799366,-0.820728191,
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0016652857615801,0.000176886038620712,0.205207225042143,0.750916028545382,0.0392720451710516,0.0027625294412219,,0.120096690961961,-0.670304801,0.0
O=C(OCCCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCCCC)=O)CCNC(CCC(NCC1=CC=C(B(O)O)C=C1)=O)=O,PBA,0,0,1,body,0.0038374315933031,0.00248950729214128,0.555903422423481,0.380445635709031,0.0515668712566801,0.005757131725364,,0.0526538412251038,-0.773707504,
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0567289157085495,0.00653348267008008,0.064839577285576,0.335055277453961,0.0144955694225392,0.0143736618741762,0.507973515585118,0.268311366051918,-0.443063544,
O=C(OCCCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0248552898268163,0.0125192728735768,0.0725307642598596,0.0355254691282667,0.0214395648154144,0.0248745799236939,0.808255059172372,0.0741845243461588,-0.740696876,
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0883917007893502,0.00174599838911923,0.0536405332414895,0.100118671210748,0.007719900633961,0.0063977611823573,0.741985434552974,0.528035509086713,-0.044857085,0.0
O=C(OCCCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCCCC)=O)CCNC(CCC(NCC1=CC=C(B(O)O)C=C1)=O)=O,PBA,0,0,1,body,0.0175679405294797,0.00960173891174304,0.0903179131752613,0.0388184937379254,0.0182497546285787,0.0249045868533177,0.800539572163694,0.125181510399577,-0.662508807,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0015927865544738,0.00186611160196327,0.488795918944862,0.485247409700546,0.018616198181097,0.0038815750170575,,0.352570746370957,-0.313877905,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCNC(CCC(NCC1=CC=C(B(O)O)C=C1)=O)=O,PBA,0,1,0,body,0.0008754152347094,0.00127375854285246,0.683377837104949,0.304003257921165,0.0082035556127042,0.0022661755836199,,0.943420561172443,0.592007122,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCNC(CCCN)=O)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,GABA,0,0,1,body,0.0006021901209873,0.000576528881915898,0.005661974231285,0.0161763859347042,0.971683265119797,0.0052996557113105,,0.0305789310371634,-0.807552535,1.0
